macro_category,subcategory,characteristic,required
Auto e moto,Accessori moto,Omologazione,false
Auto e moto,Accessori moto,Posizione montaggio,false
Animali domestici,Cibo cani,Modello,false
Animali domestici,Cibo cani,Colore,false
Animali domestici,Cibo cani,Materiale,false
Animali domestici,Cibo cani,Dimensioni,false
Animali domestici,Cibo cani,Peso,false
Animali domestici,Cibo cani,Specie,false
Animali domestici,Cibo cani,Età animale,false
Animali domestici,Cibo cani,Formato/Peso netto,false
Animali domestici,Cibo cani,Gusto/Proteina,false
Animali domestici,Cibo cani,Ingredienti,false
Animali domestici,Cibo cani,Esigenza specifica,false
Animali domestici,Cibo gatti,Modello,false
Animali domestici,Cibo gatti,Colore,false
Animali domestici,Cibo gatti,Materiale,false
Animali domestici,Cibo gatti,Dimensioni,false
Animali domestici,Cibo gatti,Peso,false
Animali domestici,Cibo gatti,Specie,false
Animali domestici,Cibo gatti,Età animale,false
Animali domestici,Cibo gatti,Formato/Peso netto,false
Animali domestici,Cibo gatti,Gusto/Proteina,false
Animali domestici,Cibo gatti,Ingredienti,false
Animali domestici,Cibo gatti,Esigenza specifica,false
Animali domestici,Snack animali,Modello,false
Animali domestici,Snack animali,Colore,false
Animali domestici,Snack animali,Materiale,false
Animali domestici,Snack animali,Dimensioni,false
Animali domestici,Snack animali,Peso,false
Animali domestici,Snack animali,Tipologia,false
Animali domestici,Snack animali,Uso previsto,false
Animali domestici,Snack animali,Compatibilità,false
Animali domestici,Cucce,Modello,false
Animali domestici,Cucce,Colore,false
Animali domestici,Cucce,Materiale,false
Animali domestici,Cucce,Dimensioni,false
Animali domestici,Cucce,Peso,false
Animali domestici,Cucce,Tipologia,false
Animali domestici,Cucce,Uso previsto,false
Animali domestici,Cucce,Compatibilità,false
Animali domestici,Trasportini,Modello,false
Animali domestici,Trasportini,Colore,false
Animali domestici,Trasportini,Materiale,false
Animali domestici,Trasportini,Dimensioni,false
Animali domestici,Trasportini,Peso,false
Animali domestici,Trasportini,Tipologia,false
Animali domestici,Trasportini,Uso previsto,false
Animali domestici,Trasportini,Compatibilità,false
Animali domestici,Guinzagli,Modello,false
Animali domestici,Guinzagli,Colore,false
Animali domestici,Guinzagli,Materiale,false
Animali domestici,Guinzagli,Dimensioni,false
Animali domestici,Guinzagli,Peso,false
Animali domestici,Guinzagli,Tipologia,false
Animali domestici,Guinzagli,Uso previsto,false
Animali domestici,Guinzagli,Compatibilità,false
Animali domestici,Collari,Modello,false
Animali domestici,Collari,Colore,false
Animali domestici,Collari,Materiale,false
Animali domestici,Collari,Dimensioni,false
Animali domestici,Collari,Peso,false
Animali domestici,Collari,Tipologia,false
Animali domestici,Collari,Uso previsto,false
Animali domestici,Collari,Compatibilità,false
Animali domestici,Giochi animali,Modello,false
Animali domestici,Giochi animali,Colore,false
Animali domestici,Giochi animali,Materiale,false
Animali domestici,Giochi animali,Dimensioni,false
Animali domestici,Giochi animali,Peso,false
Animali domestici,Giochi animali,Tipologia,false
Animali domestici,Giochi animali,Uso previsto,false
Animali domestici,Giochi animali,Compatibilità,false
Animali domestici,Prodotti igiene,Modello,false
Animali domestici,Prodotti igiene,Colore,false
Animali domestici,Prodotti igiene,Materiale,false
Animali domestici,Prodotti igiene,Dimensioni,false
Animali domestici,Prodotti igiene,Peso,false
Animali domestici,Prodotti igiene,Tipologia,false
Animali domestici,Prodotti igiene,Uso previsto,false
Animali domestici,Prodotti igiene,Compatibilità,false
Libri e media,Romanzi,Modello,false
Libri e media,Romanzi,Colore,false
Libri e media,Romanzi,Materiale,false
Libri e media,Romanzi,Dimensioni,false
Libri e media,Romanzi,Peso,false
Libri e media,Romanzi,Tipologia,false
Libri e media,Romanzi,Uso previsto,false
Libri e media,Romanzi,Compatibilità,false
Libri e media,Saggistica,Modello,false
Libri e media,Saggistica,Colore,false
Libri e media,Saggistica,Materiale,false
Libri e media,Saggistica,Dimensioni,false
Libri e media,Saggistica,Peso,false
Libri e media,Saggistica,Tipologia,false
Libri e media,Saggistica,Uso previsto,false
Libri e media,Saggistica,Compatibilità,false
Libri e media,Manuali,Modello,false
Libri e media,Manuali,Colore,false
Libri e media,Manuali,Materiale,false
Libri e media,Manuali,Dimensioni,false
Libri e media,Manuali,Peso,false
Libri e media,Manuali,Tipologia,false
Libri e media,Manuali,Uso previsto,false
Libri e media,Manuali,Compatibilità,false
Libri e media,Libri scolastici,Modello,false
Libri e media,Libri scolastici,Colore,false
Libri e media,Libri scolastici,Materiale,false
Libri e media,Libri scolastici,Dimensioni,false
Libri e media,Libri scolastici,Peso,false
Libri e media,Libri scolastici,Tipologia,false
Libri e media,Libri scolastici,Uso previsto,false
Libri e media,Libri scolastici,Compatibilità,false
Libri e media,Fumetti,Modello,false
Libri e media,Fumetti,Colore,false
Libri e media,Fumetti,Materiale,false
Libri e media,Fumetti,Dimensioni,false
Libri e media,Fumetti,Peso,false
Libri e media,Fumetti,Tipologia,false
Libri e media,Fumetti,Uso previsto,false
Libri e media,Fumetti,Compatibilità,false
Libri e media,Ebook,Modello,false
Libri e media,Ebook,Colore,false
Libri e media,Ebook,Materiale,false
Libri e media,Ebook,Dimensioni,false
Libri e media,Ebook,Peso,false
Libri e media,Ebook,Tipologia,false
Libri e media,Ebook,Uso previsto,false
Libri e media,Ebook,Compatibilità,false
Libri e media,Audiolibri,Modello,false
Libri e media,Audiolibri,Colore,false
Libri e media,Audiolibri,Materiale,false
Libri e media,Audiolibri,Dimensioni,false
Libri e media,Audiolibri,Peso,false
Libri e media,Audiolibri,Tipologia,false
Libri e media,Audiolibri,Uso previsto,false
Libri e media,Audiolibri,Compatibilità,false
Libri e media,DVD,Modello,false
Libri e media,DVD,Colore,false
Libri e media,DVD,Materiale,false
Libri e media,DVD,Dimensioni,false
Libri e media,DVD,Peso,false
Libri e media,DVD,Tipologia,false
Libri e media,DVD,Uso previsto,false
Libri e media,DVD,Compatibilità,false
Libri e media,Blu-ray,Modello,false
Libri e media,Blu-ray,Colore,false
Libri e media,Blu-ray,Materiale,false
Libri e media,Blu-ray,Dimensioni,false
Libri e media,Blu-ray,Peso,false
Libri e media,Blu-ray,Tipologia,false
Libri e media,Blu-ray,Uso previsto,false
Libri e media,Blu-ray,Compatibilità,false
Libri e media,Vinili,Modello,false
Libri e media,Vinili,Colore,false
Libri e media,Vinili,Materiale,false
Libri e media,Vinili,Dimensioni,false
Libri e media,Vinili,Peso,false
Libri e media,Vinili,Tipologia,false
Libri e media,Vinili,Uso previsto,false
Libri e media,Vinili,Compatibilità,false
Fai da te e industria,Trapani,Modello,false
Fai da te e industria,Trapani,Colore,false
Fai da te e industria,Trapani,Materiale,false
Fai da te e industria,Trapani,Dimensioni,false
Fai da te e industria,Trapani,Peso,false
Fai da te e industria,Trapani,Tipologia,false
Fai da te e industria,Trapani,Uso previsto,false
Fai da te e industria,Trapani,Compatibilità,false
Fai da te e industria,Avvitatori,Modello,false
Fai da te e industria,Avvitatori,Colore,false
Fai da te e industria,Avvitatori,Materiale,false
Fai da te e industria,Avvitatori,Dimensioni,false
Fai da te e industria,Avvitatori,Peso,false
Fai da te e industria,Avvitatori,Tipologia,false
Fai da te e industria,Avvitatori,Uso previsto,false
Fai da te e industria,Avvitatori,Compatibilità,false
Fai da te e industria,Seghe,Modello,false
Fai da te e industria,Seghe,Colore,false
Fai da te e industria,Seghe,Materiale,false
Fai da te e industria,Seghe,Dimensioni,false
Fai da te e industria,Seghe,Peso,false
Fai da te e industria,Seghe,Tipologia,false
Fai da te e industria,Seghe,Uso previsto,false
Fai da te e industria,Seghe,Compatibilità,false
Fai da te e industria,Vernici,Modello,false
Fai da te e industria,Vernici,Colore,false
Fai da te e industria,Vernici,Materiale,false
Fai da te e industria,Vernici,Dimensioni,false
Fai da te e industria,Vernici,Peso,false
Fai da te e industria,Vernici,Tipologia,false
Fai da te e industria,Vernici,Uso previsto,false
Fai da te e industria,Vernici,Compatibilità,false
Fai da te e industria,Pennelli,Modello,false
Fai da te e industria,Pennelli,Colore,false
Fai da te e industria,Pennelli,Materiale,false
Fai da te e industria,Pennelli,Dimensioni,false
Fai da te e industria,Pennelli,Peso,false
Fai da te e industria,Pennelli,Tipologia,false
Fai da te e industria,Pennelli,Uso previsto,false
Fai da te e industria,Pennelli,Compatibilità,false
Fai da te e industria,Materiali edilizia,Modello,false
Fai da te e industria,Materiali edilizia,Colore,false
Fai da te e industria,Materiali edilizia,Materiale,false
Fai da te e industria,Materiali edilizia,Dimensioni,false
Fai da te e industria,Materiali edilizia,Peso,false
Fai da te e industria,Materiali edilizia,Tipologia,false
Fai da te e industria,Materiali edilizia,Uso previsto,false
Fai da te e industria,Materiali edilizia,Compatibilità,false
Fai da te e industria,Ferramenta,Modello,false
Fai da te e industria,Ferramenta,Colore,false
Fai da te e industria,Ferramenta,Materiale,false
Fai da te e industria,Ferramenta,Dimensioni,false
Fai da te e industria,Ferramenta,Peso,false
Fai da te e industria,Ferramenta,Tipologia,false
Fai da te e industria,Ferramenta,Uso previsto,false
Fai da te e industria,Ferramenta,Compatibilità,false
Fai da te e industria,Sicurezza lavoro,Modello,false
Fai da te e industria,Sicurezza lavoro,Colore,false
Fai da te e industria,Sicurezza lavoro,Materiale,false
Fai da te e industria,Sicurezza lavoro,Dimensioni,false
Fai da te e industria,Sicurezza lavoro,Peso,false
Fai da te e industria,Sicurezza lavoro,Tipologia,false
Fai da te e industria,Sicurezza lavoro,Uso previsto,false
Fai da te e industria,Sicurezza lavoro,Compatibilità,false
Alimentari e bevande,Pasta,Modello,false
Alimentari e bevande,Pasta,Colore,false
Alimentari e bevande,Pasta,Materiale,false
Alimentari e bevande,Pasta,Dimensioni,false
Alimentari e bevande,Pasta,Peso,false
Alimentari e bevande,Pasta,Formato/Peso netto,false
Alimentari e bevande,Pasta,Ingredienti,false
Alimentari e bevande,Pasta,Allergeni,false
Alimentari e bevande,Pasta,Valori nutrizionali,false
Alimentari e bevande,Pasta,Paese di origine,false
Alimentari e bevande,Pasta,Conservazione,false
Alimentari e bevande,Pasta,Scadenza/TMC,false
Alimentari e bevande,Riso,Modello,false
Alimentari e bevande,Riso,Colore,false
Alimentari e bevande,Riso,Materiale,false
Alimentari e bevande,Riso,Dimensioni,false
Alimentari e bevande,Riso,Peso,false
Alimentari e bevande,Riso,Formato/Peso netto,false
Alimentari e bevande,Riso,Ingredienti,false
Alimentari e bevande,Riso,Allergeni,false
Alimentari e bevande,Riso,Valori nutrizionali,false
Alimentari e bevande,Riso,Paese di origine,false
Alimentari e bevande,Riso,Conservazione,false
Alimentari e bevande,Riso,Scadenza/TMC,false
Alimentari e bevande,Conserve,Modello,false
Alimentari e bevande,Conserve,Colore,false
Alimentari e bevande,Conserve,Materiale,false
Alimentari e bevande,Conserve,Dimensioni,false
Alimentari e bevande,Conserve,Peso,false
Alimentari e bevande,Conserve,Tipologia,false
Alimentari e bevande,Conserve,Uso previsto,false
Alimentari e bevande,Conserve,Compatibilità,false
Alimentari e bevande,Snack,Modello,false
Alimentari e bevande,Snack,Colore,false
Alimentari e bevande,Snack,Materiale,false
Alimentari e bevande,Snack,Dimensioni,false
Alimentari e bevande,Snack,Peso,false
Alimentari e bevande,Snack,Tipologia,false
Alimentari e bevande,Snack,Uso previsto,false
Alimentari e bevande,Snack,Compatibilità,false
Alimentari e bevande,Dolci,Modello,false
Alimentari e bevande,Dolci,Colore,false
Alimentari e bevande,Dolci,Materiale,false
Alimentari e bevande,Dolci,Dimensioni,false
Alimentari e bevande,Dolci,Peso,false
Alimentari e bevande,Dolci,Tipologia,false
Alimentari e bevande,Dolci,Uso previsto,false
Alimentari e bevande,Dolci,Compatibilità,false
Alimentari e bevande,Bevande analcoliche,Modello,false
Alimentari e bevande,Bevande analcoliche,Colore,false
Alimentari e bevande,Bevande analcoliche,Materiale,false
Alimentari e bevande,Bevande analcoliche,Dimensioni,false
Alimentari e bevande,Bevande analcoliche,Peso,false
Alimentari e bevande,Bevande analcoliche,Tipologia,false
Alimentari e bevande,Bevande analcoliche,Uso previsto,false
Alimentari e bevande,Bevande analcoliche,Compatibilità,false
Alimentari e bevande,Succhi,Modello,false
Alimentari e bevande,Succhi,Colore,false
Alimentari e bevande,Succhi,Materiale,false
Alimentari e bevande,Succhi,Dimensioni,false
Alimentari e bevande,Succhi,Peso,false
Alimentari e bevande,Succhi,Tipologia,false
Alimentari e bevande,Succhi,Uso previsto,false
Alimentari e bevande,Succhi,Compatibilità,false
Alimentari e bevande,Caffè,Modello,false
Alimentari e bevande,Caffè,Colore,false
Alimentari e bevande,Caffè,Materiale,false
Alimentari e bevande,Caffè,Dimensioni,false
Alimentari e bevande,Caffè,Peso,false
Alimentari e bevande,Caffè,Formato/Peso netto,false
Alimentari e bevande,Caffè,Ingredienti,false
Alimentari e bevande,Caffè,Allergeni,false
Alimentari e bevande,Caffè,Valori nutrizionali,false
Alimentari e bevande,Caffè,Paese di origine,false
Alimentari e bevande,Caffè,Conservazione,false
Alimentari e bevande,Caffè,Scadenza/TMC,false
Alimentari e bevande,Tè,Modello,false
Alimentari e bevande,Tè,Colore,false
Alimentari e bevande,Tè,Materiale,false
Alimentari e bevande,Tè,Dimensioni,false
Alimentari e bevande,Tè,Peso,false
Alimentari e bevande,Tè,Tipologia,false
Alimentari e bevande,Tè,Uso previsto,false
Alimentari e bevande,Tè,Compatibilità,false
Alimentari e bevande,Prodotti bio,Modello,false
Alimentari e bevande,Prodotti bio,Colore,false
Alimentari e bevande,Prodotti bio,Materiale,false
Alimentari e bevande,Prodotti bio,Dimensioni,false
Alimentari e bevande,Prodotti bio,Peso,false
Alimentari e bevande,Prodotti bio,Tipologia,false
Alimentari e bevande,Prodotti bio,Uso previsto,false
Alimentari e bevande,Prodotti bio,Compatibilità,false
Alimentari e bevande,Senza glutine,Modello,false
Alimentari e bevande,Senza glutine,Colore,false
Alimentari e bevande,Senza glutine,Materiale,false
Alimentari e bevande,Senza glutine,Dimensioni,false
Alimentari e bevande,Senza glutine,Peso,false
Alimentari e bevande,Senza glutine,Tipologia,false
Alimentari e bevande,Senza glutine,Uso previsto,false
Alimentari e bevande,Senza glutine,Compatibilità,false
Ufficio e scuola,Penne,Modello,false
Ufficio e scuola,Penne,Colore,false
Ufficio e scuola,Penne,Materiale,false
Ufficio e scuola,Penne,Dimensioni,false
Ufficio e scuola,Penne,Peso,false
Ufficio e scuola,Penne,Tipologia,false
Ufficio e scuola,Penne,Uso previsto,false
Ufficio e scuola,Penne,Compatibilità,false
Ufficio e scuola,Matite,Modello,false
Ufficio e scuola,Matite,Colore,false
Ufficio e scuola,Matite,Materiale,false
Ufficio e scuola,Matite,Dimensioni,false
Ufficio e scuola,Matite,Peso,false
Ufficio e scuola,Matite,Tipologia,false
Ufficio e scuola,Matite,Uso previsto,false
Ufficio e scuola,Matite,Compatibilità,false
Ufficio e scuola,Quaderni,Modello,false
Ufficio e scuola,Quaderni,Colore,false
Ufficio e scuola,Quaderni,Materiale,false
Ufficio e scuola,Quaderni,Dimensioni,false
Ufficio e scuola,Quaderni,Peso,false
Ufficio e scuola,Quaderni,Tipologia,false
Ufficio e scuola,Quaderni,Uso previsto,false
Ufficio e scuola,Quaderni,Compatibilità,false
Ufficio e scuola,Agende,Modello,false
Ufficio e scuola,Agende,Colore,false
Ufficio e scuola,Agende,Materiale,false
Ufficio e scuola,Agende,Dimensioni,false
Ufficio e scuola,Agende,Peso,false
Ufficio e scuola,Agende,Tipologia,false
Ufficio e scuola,Agende,Uso previsto,false
Ufficio e scuola,Agende,Compatibilità,false
Ufficio e scuola,Organizer,Modello,false
Ufficio e scuola,Organizer,Colore,false
Ufficio e scuola,Organizer,Materiale,false
Ufficio e scuola,Organizer,Dimensioni,false
Ufficio e scuola,Organizer,Peso,false
Ufficio e scuola,Organizer,Tipologia,false
Ufficio e scuola,Organizer,Uso previsto,false
Ufficio e scuola,Organizer,Compatibilità,false
Ufficio e scuola,Scrivanie,Modello,false
Ufficio e scuola,Scrivanie,Colore,false
Ufficio e scuola,Scrivanie,Materiale,false
Ufficio e scuola,Scrivanie,Dimensioni,false
Ufficio e scuola,Scrivanie,Peso,false
Ufficio e scuola,Scrivanie,Materiale struttura,false
Ufficio e scuola,Scrivanie,Larghezza,false
Ufficio e scuola,Scrivanie,Altezza,false
Ufficio e scuola,Scrivanie,Profondità,false
Ufficio e scuola,Scrivanie,Numero ripiani/cassetti,false
Ufficio e scuola,Scrivanie,Portata massima,false
Ufficio e scuola,Scrivanie,Montaggio richiesto,false
Ufficio e scuola,Sedie ufficio,Modello,false
Ufficio e scuola,Sedie ufficio,Colore,false
Ufficio e scuola,Sedie ufficio,Materiale,false
Ufficio e scuola,Sedie ufficio,Dimensioni,false
Ufficio e scuola,Sedie ufficio,Peso,false
Ufficio e scuola,Sedie ufficio,Tipologia,false
Ufficio e scuola,Sedie ufficio,Uso previsto,false
Ufficio e scuola,Sedie ufficio,Compatibilità,false
Ufficio e scuola,Zaini scuola,Modello,false
Ufficio e scuola,Zaini scuola,Colore,false
Ufficio e scuola,Zaini scuola,Materiale,false
Ufficio e scuola,Zaini scuola,Dimensioni,false
Ufficio e scuola,Zaini scuola,Peso,false
Ufficio e scuola,Zaini scuola,Tipologia,false
Ufficio e scuola,Zaini scuola,Uso previsto,false
Ufficio e scuola,Zaini scuola,Compatibilità,false
Ufficio e scuola,Stampanti,Modello,false
Ufficio e scuola,Stampanti,Colore,false
Ufficio e scuola,Stampanti,Materiale,false
Ufficio e scuola,Stampanti,Dimensioni,false
Ufficio e scuola,Stampanti,Peso,false
Ufficio e scuola,Stampanti,Tecnologia di stampa,false
Ufficio e scuola,Stampanti,Colore/Monocromatica,false
Ufficio e scuola,Stampanti,Formato carta,false
Ufficio e scuola,Stampanti,Risoluzione stampa,false
Ufficio e scuola,Stampanti,Velocità stampa,false
Ufficio e scuola,Stampanti,Fronte-retro,false
Ufficio e scuola,Stampanti,Connettività,false
Ufficio e scuola,Stampanti,Wi-Fi,false
Ufficio e scuola,Stampanti,Scanner integrato,false
Ufficio e scuola,Cartucce,Modello,false
Ufficio e scuola,Cartucce,Colore,false
Ufficio e scuola,Cartucce,Materiale,false
Ufficio e scuola,Cartucce,Dimensioni,false
Ufficio e scuola,Cartucce,Peso,false
Ufficio e scuola,Cartucce,Tipologia,false
Ufficio e scuola,Cartucce,Uso previsto,false
Ufficio e scuola,Cartucce,Compatibilità,false
Hobby e creatività,Colori,Modello,false
Hobby e creatività,Colori,Colore,false
Hobby e creatività,Colori,Materiale,false
Hobby e creatività,Colori,Dimensioni,false
Hobby e creatività,Colori,Peso,false
Hobby e creatività,Colori,Tipologia,false
Hobby e creatività,Colori,Uso previsto,false
Hobby e creatività,Colori,Compatibilità,false
Hobby e creatività,Pennelli,Modello,false
Hobby e creatività,Pennelli,Colore,false
Hobby e creatività,Pennelli,Materiale,false
Hobby e creatività,Pennelli,Dimensioni,false
Hobby e creatività,Pennelli,Peso,false
Hobby e creatività,Pennelli,Tipologia,false
Hobby e creatività,Pennelli,Uso previsto,false
Hobby e creatività,Pennelli,Compatibilità,false
Hobby e creatività,Tele pittura,Modello,false
Hobby e creatività,Tele pittura,Colore,false
Hobby e creatività,Tele pittura,Materiale,false
Hobby e creatività,Tele pittura,Dimensioni,false
Hobby e creatività,Tele pittura,Peso,false
Hobby e creatività,Tele pittura,Tipologia,false
Hobby e creatività,Tele pittura,Finitura,false
Hobby e creatività,Tele pittura,Resa,false
Hobby e creatività,Tele pittura,Volume,false
Hobby e creatività,Tele pittura,Superficie applicabile,false
Hobby e creatività,Tele pittura,Tempo asciugatura,false
Hobby e creatività,Kit fai da te,Modello,false
Hobby e creatività,Kit fai da te,Colore,false
Hobby e creatività,Kit fai da te,Materiale,false
Hobby e creatività,Kit fai da te,Dimensioni,false
Hobby e creatività,Kit fai da te,Peso,false
Hobby e creatività,Kit fai da te,Tipologia,false
Hobby e creatività,Kit fai da te,Uso previsto,false
Hobby e creatività,Kit fai da te,Compatibilità,false
Hobby e creatività,Cucito,Modello,false
Hobby e creatività,Cucito,Colore,false
Hobby e creatività,Cucito,Materiale,false
Hobby e creatività,Cucito,Dimensioni,false
Hobby e creatività,Cucito,Peso,false
Hobby e creatività,Cucito,Tipologia,false
Hobby e creatività,Cucito,Uso previsto,false
Hobby e creatività,Cucito,Compatibilità,false
Hobby e creatività,Maglia,Modello,false
Hobby e creatività,Maglia,Colore,false
Hobby e creatività,Maglia,Materiale,false
Hobby e creatività,Maglia,Dimensioni,false
Hobby e creatività,Maglia,Peso,false
Hobby e creatività,Maglia,Tipologia,false
Hobby e creatività,Maglia,Uso previsto,false
Hobby e creatività,Maglia,Compatibilità,false
Hobby e creatività,Modellismo,Modello,false
Hobby e creatività,Modellismo,Colore,false
Hobby e creatività,Modellismo,Materiale,false
Hobby e creatività,Modellismo,Dimensioni,false
Hobby e creatività,Modellismo,Peso,false
Hobby e creatività,Modellismo,Tipologia,false
Hobby e creatività,Modellismo,Uso previsto,false
Hobby e creatività,Modellismo,Compatibilità,false
Giardino e outdoor,Fiori,Modello,false
Giardino e outdoor,Fiori,Colore,false
Giardino e outdoor,Fiori,Materiale,false
Giardino e outdoor,Fiori,Dimensioni,false
Giardino e outdoor,Fiori,Peso,false
Giardino e outdoor,Fiori,Tipologia,false
Giardino e outdoor,Fiori,Uso previsto,false
Giardino e outdoor,Fiori,Compatibilità,false
Giardino e outdoor,Piante,Modello,false
Giardino e outdoor,Piante,Colore,false
Giardino e outdoor,Piante,Materiale,false
Giardino e outdoor,Piante,Dimensioni,false
Giardino e outdoor,Piante,Peso,false
Giardino e outdoor,Piante,Tipologia,false
Giardino e outdoor,Piante,Uso previsto,false
Giardino e outdoor,Piante,Compatibilità,false
Giardino e outdoor,Semi,Modello,false
Giardino e outdoor,Semi,Colore,false
Giardino e outdoor,Semi,Materiale,false
Giardino e outdoor,Semi,Dimensioni,false
Giardino e outdoor,Semi,Peso,false
Giardino e outdoor,Semi,Tipologia,false
Giardino e outdoor,Semi,Uso previsto,false
Giardino e outdoor,Semi,Compatibilità,false
Giardino e outdoor,Attrezzi giardino,Modello,false
Giardino e outdoor,Attrezzi giardino,Colore,false
Giardino e outdoor,Attrezzi giardino,Materiale,false
Giardino e outdoor,Attrezzi giardino,Dimensioni,false
Giardino e outdoor,Attrezzi giardino,Peso,false
Giardino e outdoor,Attrezzi giardino,Tipologia,false
Giardino e outdoor,Attrezzi giardino,Uso previsto,false
Giardino e outdoor,Attrezzi giardino,Compatibilità,false
Giardino e outdoor,Irrigazione,Modello,false
Giardino e outdoor,Irrigazione,Colore,false
Giardino e outdoor,Irrigazione,Materiale,false
Giardino e outdoor,Irrigazione,Dimensioni,false
Giardino e outdoor,Irrigazione,Peso,false
Giardino e outdoor,Irrigazione,Tipologia,false
Giardino e outdoor,Irrigazione,Uso previsto,false
Giardino e outdoor,Irrigazione,Compatibilità,false
Giardino e outdoor,Arredo giardino,Modello,false
Giardino e outdoor,Arredo giardino,Colore,false
Giardino e outdoor,Arredo giardino,Materiale,false
Giardino e outdoor,Arredo giardino,Dimensioni,false
Giardino e outdoor,Arredo giardino,Peso,false
Giardino e outdoor,Arredo giardino,Tipologia,false
Giardino e outdoor,Arredo giardino,Uso previsto,false
Giardino e outdoor,Arredo giardino,Compatibilità,false
Giardino e outdoor,Barbecue,Modello,false
Giardino e outdoor,Barbecue,Colore,false
Giardino e outdoor,Barbecue,Materiale,false
Giardino e outdoor,Barbecue,Dimensioni,false
Giardino e outdoor,Barbecue,Peso,false
Giardino e outdoor,Barbecue,Alimentazione,false
Giardino e outdoor,Barbecue,Superficie cottura,false
Giardino e outdoor,Barbecue,Numero bruciatori,false
Giardino e outdoor,Barbecue,Potenza,false
Giardino e outdoor,Barbecue,Materiale griglia,false
Giardino e outdoor,Barbecue,Termometro,false
